"Código de Acesso","F0101","F0102","F0103","F0104","F0201","Cor0202","F0203","Cor0204","F0205","Cor0206","F0207","Cor0208","Cor0209Outro","L0210 (não likert)","F0299 - Explicação Tempo","Q0401","Q0402","Q0403","T0404","Q0405","Q0406","Q0407","T0408","Q0409","Q0410","Q0411","T0412","Q0413","Q0414","Q0415","T0498","T0499 - Explicação Tempo","P01","T01","P02","T02","P03","T03","P05","T05","P09","T09","P12","T12","P15","T15","PTempoTotal","PTempoTotalExpl","QtdComida","QtdPessoas","QtdSom","GameTempoTotal","QtdDormir","QtdHorasDormi","QtdHorasSono","Acordar","F0705","F0706","F0707","F0708","F0709","F0710","F0711","F0712","F0713","F1101","F1102","F1103","F1104","F1105","Tempo1106","F1107","Tempo1108","F1109","Tempo1110","F1111","Tempo1112","TempoTotal11","T1199Expl","Q1201","Q1202","Q1203","T1204","T1205Expl","Q1206","Q1207","Q1208","Q1209","T1210Expl","P04","P08","P10","P12","P02","P03","P07","P09","P13","T04","T08","T10","T12","T02","T03","T07","T09","T13","TempoTotal","TempoTotalExpl","Data/Hora Último","Target1","Target2","Target3"
"B0PYE35PHHZ3","1","1","0.52941176470588","1","2","FFFFFF","3","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","2","16","22.658","3","0","11","7.268","3","0","14","6.55","9","2","41","36.476","N/A","2","3.133","1","14.018","2","7.649","2","15.684","1","19.269","4","7.432","2","3.2","70.385","N/A","2","1","1","16.45","2","3","3","5","5","2","1","2","5","1","1","2","3","3","4.6","4","3.5","4","5.5","1","5.2","2","4.0","3","1.7","24.500","N/A","1","0","24","61.82","N/A","16","0","24","171.99","N/A","1","5","1","1","1","1","1","5","5","3.904","10.668","6.187","4.286","3.352","3.915","4.004","7.6","5.401","74.638","N/A","03/09/2025 11:34:22","46.154","57.143","37.143"
"G6J8C0CDM3T5","1","1","0.47058823529412","4","4","FFFFFF","3","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","1","16","20.616","3","0","11","19.215","2","1","15","8.617","8","2","42","48.448","N/A","3","8.233","4","11.199","1","26.332","4","16.116","3","9.633","1","4.416","2","6.6","82.529","N/A","2","2","2","31.294","1","3","2","5","4","3","4","5","5","3","2","1","1","2","17.333","2","4.298","2","6.316","3","3.365","2","4.999","3","5.131","41.442","N/A","2","0","24","61.313","N/A","5","0","24","164.66","N/A","1","5","5","1","5","5","1","5","5","5.383","6.051","8.417","6.083","6.283","9.182","7.749","7.284","6.899","83.328","N/A","03/09/2025 11:22:26","57.692","52.381","51.429"
"R6GYK9DN29MY","3","0","0.47058823529412","3","3","000000","12","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","14","0","5","54.446","6","0","8","26.982","5","6","12","21.115","25","6","25","102.543","N/A","4","5.483","4","14.249","4","18.549","4","33.499","4","16.599","4","7.883","3","9.016","105.278","N/A","2","1","1","27.415","1","3","2","5","5","5","5","5","5","5","5","5","1","4","5.3","4","3.7","4","2.5","3","1.8","4","2.1","3","2.0","17.400","N/A","1","0","24","67.53","N/A","2","0","24","121.628","N/A","5","5","5","5","5","5","5","5","5","7.049","7.35","8.466","3.748","4.981","6.881","7.566","8.616","8.716","88.396","N/A","03/09/2025 11:20:18","3.846","0.000","77.143"
"VWZNZDLVEZTS","1","0","0.52941176470588","1","1","C09360","11","000000","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","3","0","16","17.805","3","0","11","10.266","3","0","14","14.1","9","0","41","42.171","N/A","2","18.781","3","14.099","4","2.7","3","21.966","3","12.583","4","15.016","4","10.499","95.644","N/A","2","2","1","35.682","1","3","2","5","5","3","4","5","5","5","5","5","1","4","4.015","4","3.232","2","7.893","4","4.431","3","7.266","3","1.547","28.384","N/A","1","0","24","56.348","N/A","0","0","24","84.863","N/A","5","5","5","1","5","1","1","5","5","6.617","5.685","9.267","6.332","5.715","4.917","11.883","6.683","6.716","85.396","N/A","03/09/2025 11:12:42","30.769","38.095","71.429"
"PPFBBI1XMGVB","4","0","0.47058823529412","3","5","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","000000","7","N/A","3","0","16","13.051","3","0","11","8.116","3","0","14","8.35","9","0","41","29.517","N/A","2","15.364","1","46.265","4","10.299","3","21.849","4","17.55","1","11.256","1","11.365","133.948","N/A","2","2","2","33.548","1","3","2","4","3","4","3","3","5","5","3","3","1","3","12.333","1","26.1","2","4.6","4","12.6","3","10.9","3","16.2","82.733","N/A","1","0","24","59.147","N/A","1","0","24","115.711","N/A","5","1","5","1","1","5","5","5","5","10.867","7.883","12.618","10.532","26.365","9.416","15.298","7.568","5.618","134.761","N/A","03/09/2025 11:11:37","38.462","57.143","57.143"
"FA8ABS6QXX06","1","1","0.52941176470588","3","2","FFFFFF","10","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","4","N/A","18","13","1","99.381","1","0","13","24.469","3","0","14","11.44","22","13","28","135.290","N/A","3","9.717","3","16.074","3","6.071","2","7.342","3","8.547","1","8.931","2","8.898","65.580","N/A","2","1","1","24.335","1","2","3","5","3","2","4","4","4","4","3","2","1","2","3.9","2","1.6","1","2.4","3","1.984","3","0.4","2","2.2","12.484","N/A","0","0","24","50.995","N/A","0","0","24","118.833","N/A","5","5","1","5","5","5","1","5","5","9.248","6.071","4.817","5.051","3.361","7.727","7.275","11.006","6.205","83.943","N/A","03/09/2025 11:09:20","15.385","52.381","68.571"
"IJXFZ6VVVYIQ","1","0","0.52941176470588","2","3","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","4","N/A","13","2","6","83.181","11","3","3","55.635","5","0","12","0.0","29","5","21","138.816","00","4","15.502","1","12.999","1","15.883","2","6.433","2","11.883","2","18.286","1","18.699","99.685","N/A","0","1","1","26.153","1","4","3","4","4","4","4","1","3","4","2","3","4","1","10.6","1","6.1","1","8.9","1","12.0","2","10.1","2","6.6","54.300","N/A","0","0","24","60.999","N/A","0","0","24","106.067","N/A","1","1","5","1","1","1","1","5","5","6.333","6.133","17.948","11.333","5.951","11.98","6.533","8.932","8.149","109.067","N/A","03/09/2025 11:05:44","73.077","85.714","14.286"
"9RJ6JK1GD5FQ","3","1","0.52941176470588","0","2","E0A876","10","44250A","1","9975A0","050505","000000","615B63","0","N/A","12","7","7","0.0","0","0","14","0.0","0","0","17","0.0","12","7","38","0.000","00","1","2.05","1","23.604","2","98.269","2","49.801","1","25.503","4","5.551","4","38.448","243.226","N/A","1","1","2","22.077","2","2","2","3","4","4","3","3","4","3","3","2","3","3","16.682","2","7.098","2","5.9","3","9.196","2","6.399","3","7.097","52.372","N/A","1","0","24","52.987","N/A","10","0","24","235.857","N/A","5","1","1","5","5","5","1","5","1","5.468","17.636","15.101","10.435","9.117","13.236","9.55","8.084","10.635","121.733","N/A","03/09/2025 10:49:22","26.923","38.095","37.143"
"8BDUW7B4D3PY","3","0","0.47058823529412","2","5","FBDD92","8","D1B22C","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","14","1","5","104.245","7","4","7","0.0","0","0","17","0.0","21","5","29","104.245","10","4","16.449","3","34.865","1","12.466","4","21.633","4","12.199","4","16.649","4","12.883","127.144","N/A","3","1","2","30.013","1","3","2","5","5","5","5","5","1","5","5","5","1","4","13.6","4","15.9","4","8.2","1","22.6","4","14.4","1","14.2","88.900","N/A","0","0","24","73.68","N/A","1","0","24","144.627","N/A","5","5","1","5","5","5","5","5","5","3.93","5.468","12.25","4.482","3.498","6.401","6.783","5.265","6.065","77.163","N/A","03/09/2025 10:45:35","38.462","23.810","91.429"
"VWME5IBTHGK5","3","1","0.52941176470588","1","2","FFFFFF","13","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","17","1","2","59.665","5","2","9","58.481","8","1","9","0.0","30","4","20","118.146","00","4","7.033","4","13.148","2","13.116","4","17.733","1","2.916","4","3.517","1","11.432","68.895","N/A","2","2","3","15.932","2","1","2","3","4","3","3","4","4","5","5","5","1","3","11.295","4","5.032","0","10.611","2","8.11","3","15.66","4","7.783","58.491","N/A","0","0","24","79.914","N/A","5","0","24","166.675","N/A","5","5","-1","-1","5","5","-1","5","5","6.817","4.733","-1.0","-1.0","9.566","113.711","-1.0","6.249","9.666","180.0","00","03/09/2025 10:44:40","46.154","66.667","71.429"
"BO4MSX78NOO3","3","1","0.47058823529412","2","2","D1AA85","3","614121","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","19","0","0","49.323","11","0","3","38.485","17","0","0","27.897","47","0","3","115.705","N/A","2","13.832","1","10.286","2","18.482","2","5.736","1","6.657","4","4.65","2","13.664","73.307","N/A","1","0","1","20.237","1","1","2","3","2","2","1","3","4","1","3","1","5","1","2.9","2","3.8","1","4.3","1","2.8","1","3.3","2","1.9","19.000","N/A","0","0","24","33.567","N/A","0","0","24","97.174","N/A","5","1","1","5","1","1","1","5","1","5.67","3.613","9.668","9.148","10.921","5.486","4.264","6.539","5.268","82.271","N/A","03/09/2025 10:21:56","50.000","47.619","37.143"
"JCRYFTJLLOH6","0","0","0.29411764705882","4","3","FFFFFF","11","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","0","2","19","16.85","0","3","14","18.065","1","2","16","12.0","1","7","49","46.915","N/A","4","6.383","4","3.85","4","13.899","4","15.816","4","2.8","3","12.199","4","4.85","59.797","N/A","2","1","0","22.731","1","3","1","5","5","5","5","5","5","5","5","5","1","0","10.915","4","6.909","4","2.572","4","1.713","4","1.114","3","5.155","28.378","N/A","0","0","24","81.063","N/A","25","0","8","300.0","00","5","5","5","5","5","5","5","5","5","4.216","2.366","10.282","6.5","3.65","7.831","5.432","10.966","6.117","80.713","N/A","02/09/2025 12:06:41","3.846","14.286","88.571"
"W62AYIMD5V8A","0","0","0.29411764705882","4","0","FFFFFF","7","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","0","16","15.214","3","0","11","11.85","3","1","14","19.465","9","1","41","46.529","N/A","3","2.899","3","3.617","2","7.283","2","17.283","4","3.749","2","4.317","1","11.199","50.347","N/A","2","1","1","41.348","3","4","2","5","3","2","1","5","3","2","1","5","3","0","4.019","1","5.153","2","8.298","1","6.299","2","8.499","1","5.659","37.927","N/A","2","0","24","71.447","N/A","5","0","24","181.792","N/A","1","1","1","1","1","1","1","1","1","12.916","9.899","10.381","11.082","10.482","13.233","10.066","10.032","10.55","125.745","N/A","02/09/2025 12:02:04","38.462","95.238","68.571"
"BKB8XB7FOC8J","0","0","0.29411764705882","4","2","EBEBEB","7","151512","2","CB2027","4FCBFA","4175F6","ED2B50","6","N/A","2","2","17","48.231","3","0","11","19.7","3","0","14","12.732","8","2","42","80.663","N/A","3","17.133","4","12.65","4","11.982","4","54.964","3","14.617","4","9.549","4","9.799","130.694","N/A","2","1","1","22.032","2","2","2","5","5","5","5","5","5","5","5","5","1","2","4.4","4","2.8","2","2.9","4","2.1","3","3.8","3","3.2","19.200","N/A","0","0","24","81.112","N/A","1","0","24","169.508","N/A","1","5","5","5","5","5","5","5","5","7.483","4.717","6.633","6.05","7.364","12.083","4.898","12.183","7.532","94.762","N/A","02/09/2025 11:57:27","26.923","71.429","74.286"
"7OQZZVBZWLPV","0","0","0.29411764705882","4","2","FFFFFF","11","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","1","1","18","26.884","0","0","14","1.881","0","1","17","9.093","1","2","49","37.858","N/A","3","13.336","3","2.145","4","13.289","3","17.232","4","3.417","4","7.656","3","5.866","62.941","N/A","2","1","1","27.892","1","3","2","5","5","5","5","5","5","5","5","5","1","4","27.4","4","8.7","3","6.598","3","2.9","4","3.9","3","2.6","52.098","N/A","0","0","24","57.416","N/A","14","0","24","182.289","N/A","5","5","5","5","5","5","5","5","5","3.149","4.563","7.893","3.83","2.881","7.261","7.361","9.226","5.781","73.059","N/A","02/09/2025 11:54:38","11.538","33.333","85.714"
"07FQ5X0LS90U","0","0","0.29411764705882","4","6","FFFFFF","10","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","2","N/A","5","5","14","26.141","2","1","12","11.872","2","1","15","8.057","9","7","41","46.070","N/A","2","9.391","4","7.079","3","30.383","3","7.159","3","15.683","3","15.104","4","5.063","89.862","N/A","2","2","2","23.966","2","1","3","5","5","4","4","5","5","4","5","5","1","4","3.499","4","1.817","3","4.396","4","1.8","4","3.348","4","4.965","19.825","N/A","1","0","24","82.428","N/A","0","0","24","112.537","N/A","5","5","5","1","5","5","5","5","5","7.833","14.399","10.499","12.299","8.083","8.449","8.782","9.065","18.447","136.793","N/A","02/09/2025 11:52:35","30.769","33.333","68.571"
"QEDFF16ADZS5","0","0","0.35294117647059","4","0","FFFFFF","3","230000","1","FFFFFF","653000","252525","FEFEFE","0","N/A","1","2","18","16.932","3","0","11","9.666","1","1","16","13.233","5","3","45","39.831","N/A","3","16.433","3","10.566","3","7.766","2","12.433","2","15.232","4","10.267","3","10.859","83.556","N/A","1","2","2","33.732","2","3","2","3","3","4","1","3","5","5","1","3","1","2","18.415","4","5.141","2","8.502","4","11.108","3","2.195","3","2.912","48.273","N/A","1","0","24","66.03","N/A","1","0","24","125.061","N/A","1","1","5","5","1","5","1","1","5","6.648","6.048","13.666","6.933","11.066","6.966","9.482","10.35","11.482","110.042","N/A","02/09/2025 11:51:33","26.923","28.571","48.571"
"ED5N7KV7D06H","0","0","0.29411764705882","4","2","FFE2BE","7","1C160F","2","EDA04A","A7A7A7","130E5B","FFFFFF","0","N/A","8","9","11","75.212","0","0","14","4.917","0","0","17","1.583","8","9","42","81.712","N/A","2","12.033","2","1.784","2","5.349","2","10.516","2","5.584","1","10.066","1","4.1","49.432","N/A","0","0","1","19.582","3","4","3","1","1","2","1","2","3","1","1","2","5","0","3.892","0","4.338","1","3.088","1","2.143","1","3.503","2","3.164","20.128","N/A","1","0","24","101.412","N/A","4","0","24","170.025","N/A","1","1","1","5","1","1","1","1","1","3.233","6.016","6.05","6.416","6.949","6.283","6.033","4.833","4.799","79.33","N/A","02/09/2025 11:41:37","80.769","66.667","34.286"
"Z19P80W464NT","0","0","0.29411764705882","4","2","E1CE8F","3","846B18","1","FFFFFF","BD237C","122447","A12A6F","5","N/A","2","1","17","22.065","3","0","11","26.882","3","0","14","20.716","8","1","42","69.663","N/A","3","9.1","2","8.132","4","21.483","4","10.632","2","18.347","2","4.084","4","5.2","76.978","N/A","1","1","2","44.065","2","4","2","5","1","1","1","5","5","5","5","5","1","1","10.005","4","7.748","3","6.548","2","9.638","1","8.278","1","2.599","44.816","N/A","0","0","24","154.56","N/A","0","0","15","300.0","12","5","1","1","5","1","1","1","5","5","9.999","8.633","12.566","10.816","8.515","12.049","5.0","8.031","9.982","143.893","N/A","02/09/2025 11:35:08","50.000","100.000","94.286"
"FX4PJ33W5LXW","0","0","0.35294117647059","4","0","F5DD94","3","D52121","1","FFFFFF","7F8789","FEF800","FEA700","0","N/A","3","0","16","24.864","3","0","11","11.317","3","0","14","20.633","9","0","41","56.814","N/A","4","40.232","4","20.415","3","46.531","3","14.966","3","12.017","3","11.716","3","11.332","157.209","N/A","1","2","3","20.949","2","1","2","4","5","4","3","4","4","4","4","4","3","3","15.645","3","3.574","3","3.083","3","2.562","2","4.288","3","5.403","34.555","N/A","0","0","24","119.36","N/A","7","0","5","300.0","01","1","5","1","5","5","1","1","5","5","5.683","7.55","12.316","13.349","7.65","19.366","11.198","10.982","4.832","115.144","N/A","02/09/2025 11:23:15","34.615","38.095","62.857"
"F1LGNT11I7UV","0","0","0.29411764705882","4","3","FFFFFF","6","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","4","0","15","20.432","9","4","5","36.931","6","11","11","26.649","19","15","31","84.012","N/A","4","19.433","3","13.149","4","9.417","4","41.913","3","6.883","4","10.327","4","12.389","113.511","N/A","2","1","1","33.765","2","3","2","4","5","5","4","5","5","5","5","5","1","4","10.378","4","5.091","4","7.873","3","6.242","4","5.926","3","3.999","39.509","N/A","0","0","24","120.427","N/A","0","0","24","174.542","N/A","5","5","5","1","5","5","5","5","5","6.566","12.616","11.349","16.349","9.231","9.35","15.416","13.315","11.016","136.209","N/A","02/09/2025 11:15:10","11.538","19.048","60.000"
"MX6QCAB9CTBP","0","0","0.35294117647059","4","3","F0CF85","8","FFFFFF","2","FFFFFF","0023FF","FFFFFF","2000FF","5","N/A","0","0","19","4.4","0","0","14","2.4","0","0","17","3.067","0","0","50","9.867","N/A","4","50.364","4","7.032","4","3.2","4","51.481","4","8.633","4","3.266","4","13.8","137.776","N/A","1","2","3","15.648","2","3","2","5","5","5","5","5","5","5","5","5","1","4","6.17","4","1.506","4","0.502","4","0.339","4","1.7","4","0.461","10.678","N/A","1","0","24","58.23","N/A","7","0","24","94.447","N/A","5","5","5","5","5","5","5","5","5","3.65","2.433","4.184","5.716","5.117","5.05","4.583","9.748","4.3","67.347","N/A","02/09/2025 11:00:27","3.846","4.762","77.143"
"2E3CPEZXP1D0","0","0","0.35294117647059","4","4","FFC394","8","BE7237","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","1","2","18","46.579","0","3","14","24.845","1","2","16","18.798","2","7","48","90.222","N/A","3","2.829","3","42.277","1","16.167","3","6.024","4","7.342","4","6.395","4","17.483","98.517","N/A","2","1","1","29.19","2","2","2","4","4","4","5","4","4","4","4","5","5","3","7.8","2","5.3","2","3.8","3","4.5","3","6.6","2","7.4","35.400","N/A","2","0","24","74.482","N/A","2","0","24","118.199","N/A","5","5","5","5","5","5","5","5","5","3.33","3.38","3.997","4.563","4.116","6.164","9.858","9.244","7.244","74.314","N/A","02/09/2025 10:54:05","26.923","28.571","42.857"
"Z1K23RRTVJXY","0","0","0.29411764705882","4","2","FFE4B5","7","0036FF","1","FFFFFF","000000","2200E5","4A4B4C","0","N/A","3","0","16","19.88","3","0","11","13.499","3","0","14","11.05","9","0","41","44.429","N/A","-1","-1.0","2","8.183","-1","-1.0","2","27.349","2","12.583","-1","-1.0","1","22.182","67.297","01","1","1","1","25.715","2","1","2","2","3","3","2","3","3","3","3","2","2","2","20.965","2","8.943","2","4.097","2","4.465","2","5.67","2","4.13","48.270","N/A","0","0","24","59.498","N/A","2","0","24","106.145","N/A","1","5","1","5","-1","-1","1","1","-1","5.882","34.565","23.582","20.598","","","35.565","26.416","","180.0","00","02/09/2025 10:53:02","19.231","19.048","25.714"
"9BKFAYB3NAQ7","0","0","0.35294117647059","4","5","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","3","N/A","1","2","18","9.416","2","1","12","5.55","1","2","16","6.083","4","5","46","21.049","N/A","3","3.149","3","6.3","4","16.199","4","11.367","4","2.783","4","10.233","3","5.616","55.647","N/A","3","1","3","22.032","1","3","2","3","5","3","5","4","5","5","3","1","1","2","8.4","4","2.5","4","2.8","3","2.6","4","3.1","3","4.1","23.500","N/A","2","0","24","69.03","N/A","1","0","24","137.96","N/A","5","5","5","5","5","5","5","1","5","7.384","8.199","13.814","10.783","6.133","28.599","28.916","10.433","5.333","146.41","N/A","02/09/2025 10:47:44","38.462","80.952","77.143"
"ZTFARHAP1YMZ","0","0","0.35294117647059","4","2","EED284","3","1D1706","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","4","4","15","36.902","5","12","9","45.215","4","4","13","43.847","13","20","37","125.964","N/A","-1","-1.0","-1","-1.0","-1","-1.0","-1","-1.0","2","13.716","-1","-1.0","1","55.346","64.062","10","2","1","0","20.933","1","3","2","5","3","3","4","4","3","4","3","3","1","4","14.718","2","7.966","2","6.648","2","7.699","1","4.144","2","7.634","48.809","N/A","1","0","24","102.694","N/A","4","0","24","180.074","N/A","5","5","5","1","5","1","1","5","5","6.933","7.833","7.883","8.798","9.298","8.966","11.515","7.915","11.883","105.411","N/A","02/09/2025 10:44:52","11.538","42.857","65.714"
"X8NSD6SHSDGA","0","0","0.35294117647059","4","3","FFFFFF","8","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","3","0","16","16.616","3","0","11","13.881","3","0","14","12.416","9","0","41","42.913","N/A","4","1.784","4","9.383","4","11.049","4","20.116","4","9.016","4","6.683","4","6.916","64.947","N/A","2","1","1","16.7","1","3","2","5","5","5","5","5","5","5","5","5","1","4","4.297","4","4.448","4","2.065","3","1.332","4","2.65","3","3.615","18.407","N/A","1","0","24","72.695","N/A","4","0","24","164.359","N/A","5","5","1","5","5","5","5","5","5","3.267","3.6","2.95","3.068","2.517","2.566","2.033","3.967","2.034","46.781","N/A","02/09/2025 10:37:56","7.692","9.524","85.714"
"BWIYKPVZ7X3F","3","2","0.70588235294118","5","0","FFFFFF","0","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","0","0","19","3.204","0","0","14","0.826","0","0","17","0.75","0","0","50","4.780","N/A","4","0.132","2","0.584","3","1.35","1","3.751","4","0.599","2","0.583","4","6.417","13.416","N/A","2","1","2","26.938","3","4","3","1","5","5","1","5","1","5","5","1","5","2","13.049","2","8.082","2","2.949","3","3.684","2","8.4","2","12.147","48.311","N/A","1","0","24","66.995","N/A","0","0","24","102.111","N/A","","","","","","","","","","","","","","","","","","","","","31/08/2025 11:14:16","","",""
"66MYQB25DXZ4","3","0","2.1176470588235","3","4","FFFFFF","1","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","1","N/A","13","2","6","53.842","13","0","1","41.032","16","0","1","34.631","42","2","8","129.505","N/A","4","35.061","3","2.49","4","33.046","3","1.584","4","33.017","4","2.132","4","14.951","122.281","N/A","2","1","1","45.503","1","3","2","5","5","5","5","5","5","5","5","4","1","4","18.931","3","10.175","3","9.658","3","8.406","3","8.66","3","9.472","65.302","N/A","0","0","24","40.63","N/A","0","0","24","46.732","N/A","-1","5","-1","5","5","5","5","-1","5","","14.051","","16.72","11.875","14.32","17.854","","13.506","180.0","01","30/08/2025 12:23:35","","",""
"QIOOGDQS8KCI","3","0","0.58823529411765","1","4","FFFFFF","2","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","2","4","17","81.746","3","0","11","13.932","3","0","14","17.917","8","4","42","113.595","N/A","3","6.116","3","20.683","3","13.999","4","5.766","3","7.783","4","9.183","3","5.65","69.180","N/A","2","1","1","19.499","1","2","2","5","5","5","4","5","4","4","4","2","1","3","11.3","2","12.8","3","12.4","3","5.4","3","8.1","2","1.4","51.400","N/A","0","0","24","52.946","N/A","1","0","24","115.528","N/A","5","5","5","5","5","5","1","5","5","5.264","3.399","7.239","3.717","4.116","5.883","5.015","5.9","6.232","72.03","N/A","26/08/2025 14:27:28","23.077","23.810","62.857"
"WTBT78W69QYE","3","0","0.41176470588235","4","2","FFFFFF","9","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","3","0","16","11.399","3","0","11","6.532","3","0","14","6.65","9","0","41","24.581","N/A","2","24.171","2","20.115","2","14.199","1","8.466","1","8.701","1","18.916","1","3.083","97.651","N/A","1","0","0","18.484","1","2","2","1","2","2","3","4","4","2","3","3","4","1","3.084","1","2.546","1","3.641","1","5.223","1","0.831","1","1.729","17.054","N/A","1","0","24","56.715","N/A","4","0","24","88.162","N/A","1","1","1","1","5","1","1","1","1","5.231","2.517","4.4","6.416","7.882","4.298","3.682","6.25","6.782","69.28","N/A","26/08/2025 14:24:21","42.308","52.381","45.714"
"K6J30VGKQM0W","4","0","0.52941176470588","0","2","FFFFFF","7","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","19","0","0","55.897","14","1","0","53.331","11","1","6","38.016","44","2","6","147.244","N/A","3","6.299","3","12.883","1","4.633","4","4.15","3","8.433","3","5.934","1","44.647","86.979","N/A","3","2","3","27.948","2","2","2","5","1","5","2","2","3","2","1","1","3","4","10.6","2","6.899","2","2.8","4","9.7","3","11.7","1","31.875","73.574","N/A","2","0","24","50.465","N/A","0","0","24","71.63","N/A","5","1","1","5","1","5","1","5","5","3.466","3.466","5.1","5.316","6.149","5.834","5.966","8.032","5.198","70.063","N/A","26/08/2025 14:18:10","15.385","28.571","54.286"
"2YH0X7SKNSAD","3","0","0.58823529411765","1","2","FFFFFF","2","FFFFFF","1","FFFFFF","000000","7F7F7F","5678CD","0","N/A","18","8","1","92.162","12","5","2","0.0","0","0","17","0.0","30","13","20","92.162","00","2","6.833","2","4.417","2","5.05","4","9.449","1","6.083","4","10.316","3","73.697","115.845","N/A","1","0","1","18.065","3","1","2","2","3","2","3","2","4","4","2","2","4","1","6.883","2","2.763","1","4.8","2","5.467","2","2.046","1","3.399","25.358","N/A","0","0","24","51.331","N/A","0","0","24","81.596","N/A","1","1","1","1","1","1","1","5","1","6.982","7.916","8.768","11.532","10.3","8.084","7.666","5.25","6.216","94.229","N/A","26/08/2025 14:10:36","42.308","57.143","25.714"
"MB3FOZS3ZDH1","3","0","0.41176470588235","4","3","F6D592","7","594C32","2","FFFFFF","FFFFFF","FFFFFF","070704","0","N/A","18","1","1","66.514","11","0","3","49.347","11","0","6","0.0","40","1","10","115.861","00","3","1.45","4","17.149","3","16.082","2","4.051","3","11.099","3","9.517","2","4.445","63.793","N/A","2","1","0","31.032","1","3","2","4","3","4","3","4","4","4","2","2","1","1","7.383","2","4.188","2","10.7","3","2.143","2","2.254","2","5.699","32.367","N/A","1","0","24","54.631","N/A","5","0","24","116.295","N/A","5","5","5","5","1","5","1","5","1","5.067","3.65","7.15","4.283","5.017","7.982","5.833","6.115","7.967","73.217","N/A","26/08/2025 12:16:10","23.077","33.333","60.000"
"8B9WZQSMYUFX","3","0","0.47058823529412","2","2","FFFFFF","9","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","4","0","15","26.631","0","3","14","20.566","3","0","14","14.433","7","3","43","61.630","N/A","2","34.381","1","24.682","3","10.083","2","18.516","3","8.45","4","11.548","3","14.417","122.077","N/A","2","1","1","31.982","1","2","2","5","5","5","5","1","2","3","5","5","5","1","9.114","0","3.632","2","2.198","0","1.332","1","7.032","3","7.596","30.904","N/A","4","0","24","84.496","N/A","2","0","24","120.277","N/A","5","1","5","1","1","5","1","5","1","5.333","8.149","9.4","13.382","10.4","14.466","14.383","9.432","12.517","125.111","N/A","26/08/2025 12:03:50","53.846","61.905","45.714"
"NO8JX88TRODG","3","0","0.47058823529412","3","2","FFFFFF","2","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","2","N/A","3","1","16","29.765","3","0","11","14.166","3","0","14","10.4","9","1","41","54.331","N/A","2","19.049","1","13.415","2","9.716","2","7.1","3","8.116","3","3.967","2","37.549","98.912","N/A","1","1","1","24.816","1","2","3","2","2","1","3","3","3","2","3","1","5","1","4.376","1","2.445","1","0.732","1","1.915","1","2.016","1","1.165","12.649","N/A","2","0","24","71.247","N/A","1","0","24","120.478","N/A","1","1","1","1","1","1","1","1","5","7.549","11.183","4.75","5.733","5.499","6.833","4.433","6.867","6.317","82.113","N/A","26/08/2025 12:03:39","53.846","42.857","48.571"
