Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3
2X3I3PXD7BMX,3,0,0.35294117647058826,2,3,D8995B,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,,6,2,13,60.748,2,1,12,8.433,0,0,17,6.982,8,3,42,76.163,,3.0,17.765,4.0,18.182,4.0,5.467,4.0,17.082,1.0,5.95,3.0,8.766,3.0,3.75,76.962,,1,1,3,42.964,2,3,2,5,4,4,4,4,4,2,4,4,1,2,6.249,3,2.283,4,11.516,3,1.983,3,3.166,2,3.583,28.78,,1.0,0.0,24.0,67.13,,5.0,0.0,24.0,184.124,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,3.966,5.217,10.616,6.999,5.049,5.9,8.283,9.516,4.917,82.728,,04/09/2025 10:19:50,38.462,52.381,2.857
3MXK2K8T4HMV,1,0,0.47058823529411764,2,3,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,2,1,17,29.342,1,2,13,25.816,1,2,16,14.166,4,5,46,69.324,,4.0,5.999,3.0,21.182,2.0,16.183,4.0,11.299,3.0,13.466,4.0,8.484,2.0,9.665,86.278,,2,1,1,25.849,1,2,2,5,4,4,4,3,5,3,4,2,1,3,7.3,3,7.8,3,4.4,3,2.6,2,1.6,3,4.6,28.3,,0.0,0.0,24.0,57.38,,1.0,0.0,24.0,197.724,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.067,21.283,8.882,9.867,6.083,8.083,6.384,14.499,5.517,108.779,,04/09/2025 10:06:21,38.462,71.429,97.143
OGLK34F4Z6YX,3,1,0.47058823529411764,2,2,FFFFFF,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,4,,3,0,16,16.833,3,0,11,7.217,3,0,14,8.499,9,0,41,32.549,,3.0,5.799,2.0,4.333,2.0,5.55,2.0,49.915,2.0,8.783,2.0,15.715,3.0,5.217,95.312,,1,1,2,22.583,3,1,3,3,2,1,2,2,5,4,2,5,3,3,11.599,2,7.749,2,6.498,4,5.533,2,6.715,4,12.266,50.36,,2.0,0.0,24.0,77.53,,4.0,0.0,24.0,155.543,,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,4.717,7.234,5.467,3.933,11.282,5.534,3.95,7.067,4.517,76.88,,04/09/2025 10:00:42,42.308,47.619,20.0
KNGMQB9M9XXS,3,0,0.47058823529411764,2,5,5E3131,12,020000,2,FFFFFF,393737,D9D9D9,2F2F2F,5,,19,0,0,66.33,14,0,0,49.064,15,0,2,32.982,48,0,2,148.376,,4.0,27.582,4.0,7.4,4.0,23.748,3.0,6.051,1.0,8.549,4.0,3.8,4.0,11.182,88.312,,2,2,2,19.067,2,3,2,5,5,4,5,5,5,5,5,5,1,4,6.4,4,1.266,4,1.633,3,1.016,3,4.283,3,4.099,18.697,,0.0,0.0,24.0,42.534,,1.0,0.0,24.0,99.068,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.633,5.7,11.083,5.65,5.75,5.567,11.816,8.25,5.716,86.632,,04/09/2025 09:57:45,3.846,0.0,77.143
LQ228WDPUPZD,1,0,0.47058823529411764,2,4,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,,2,3,17,12.185,1,1,13,8.016,0,3,17,11.7,3,7,47,31.901,,2.0,18.449,3.0,27.316,4.0,6.115,4.0,4.217,4.0,3.733,4.0,3.533,4.0,26.616,89.979,,2,2,3,17.299,1,3,2,5,4,5,5,4,4,5,5,5,3,4,3.6,3,2.7,4,1.3,3,0.8,3,16.2,3,2.2,26.8,,0.0,0.0,24.0,62.664,,2.0,0.0,24.0,97.212,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.684,3.116,3.116,3.367,4.482,4.75,4.917,6.749,2.55,56.898,,04/09/2025 09:49:33,0.0,14.286,85.714
Z4VATWY848LB,1,1,0.5294117647058824,0,0,FFFFFF,3,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,,18,15,1,80.446,6,20,8,53.514,0,2,17,10.433,24,37,26,144.393,,2.0,7.232,3.0,13.767,1.0,23.348,2.0,13.916,1.0,8.9,3.0,5.933,1.0,5.433,78.529,,1,2,1,26.032,2,4,3,2,1,5,5,1,1,1,5,1,3,3,7.715,1,5.85,3,4.484,0,1.95,4,5.133,2,5.45,30.582,,0.0,0.0,24.0,41.998,,0.0,0.0,24.0,87.828,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,6.299,9.599,11.35,7.933,12.332,7.583,9.066,7.9,8.617,102.444,,04/09/2025 09:47:05,61.538,90.476,82.857
UQZKBNNGD4IP,0,1,0.47058823529411764,0,1,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,,4,0,15,32.415,3,0,11,7.05,3,0,14,20.132,10,0,40,59.597,,4.0,5.065,3.0,9.883,1.0,8.666,4.0,4.067,4.0,29.148,4.0,5.55,3.0,1.883,64.262,,2,1,1,13.615,1,3,2,5,5,5,5,5,5,5,4,5,1,4,1.381,2,2.949,2,1.798,3,1.783,2,3.849,4,3.016,14.776,,0.0,0.0,24.0,36.63,,8.0,0.0,24.0,107.962,,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.083,4.4,9.216,3.666,5.283,9.566,8.483,8.783,7.383,87.495,,04/09/2025 09:46:06,53.846,61.905,80.0
SY13G0D0IMZG,0,0,0.5294117647058824,2,3,EBA663,8,575757,2,7E63EB,4B4054,126346,63EB8F,5,,10,0,9,74.063,4,0,10,52.081,4,0,13,21.299,18,0,32,147.443,,1.0,28.648,3.0,12.199,2.0,22.466,4.0,27.215,4.0,8.467,4.0,4.483,2.0,7.583,111.061,,2,0,2,20.831,1,3,2,5,5,5,5,5,5,5,5,5,5,4,0.9,4,3.4,4,4.1,4,6.2,3,3.2,3,3.7,21.5,,3.0,0.0,24.0,81.048,,2.0,0.0,24.0,202.992,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.08,5.766,11.799,6.016,9.584,10.798,10.982,10.749,6.649,103.828,,03/09/2025 12:15:27,11.538,4.762,71.429
4GDRX9AMHQL6,1,0,0.4117647058823529,2,2,CDBC25,8,FFFFFF,2,66E5D5,C39533,479E93,0FC1B4,0,,10,2,9,110.451,5,0,9,0.0,0,0,17,0.0,15,2,35,110.451,1.0,4.0,25.565,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.565,2.0,1,1,1,20.716,2,3,2,5,5,5,5,5,5,5,5,5,2,3,8.9,4,4.0,3,9.9,4,8.3,3,5.3,3,5.1,41.5,,0.0,0.0,24.0,37.698,,0.0,0.0,24.0,83.629,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.166,7.949,13.683,7.966,15.132,8.382,10.099,8.481,10.983,127.56,,03/09/2025 12:10:21,3.846,9.524,85.714
MJOAX41BB9R4,1,1,0.47058823529411764,3,2,FFFFFF,3,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,21.998,3,0,11,11.85,3,0,14,11.533,9,0,41,45.381,,2.0,6.983,2.0,21.666,2.0,1.6,2.0,2.8,1.0,4.983,4.0,27.899,1.0,12.15,78.081,,1,0,1,21.498,1,1,3,1,1,1,1,1,1,1,1,1,3,1,8.5,2,4.6,1,7.1,1,4.5,1,8.2,1,3.7,36.6,,0.0,0.0,24.0,49.714,,1.0,0.0,24.0,92.196,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.533,9.733,4.7,4.832,5.283,5.632,6.815,8.366,80.263,,03/09/2025 12:10:08,84.615,80.952,25.714
LXHMU1RETTKU,1,0,0.4117647058823529,3,3,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,,2,2,17,29.766,1,2,13,10.45,1,2,16,6.399,4,6,46,46.615,,2.0,22.733,4.0,13.333,4.0,4.617,2.0,9.983,3.0,6.483,3.0,22.832,4.0,8.449,88.43,,1,1,1,22.4,2,3,2,5,5,4,5,5,5,4,4,5,1,2,6.914,3,0.916,4,3.228,3,2.08,3,2.949,4,1.964,18.051,,2.0,0.0,24.0,81.364,,23.0,0.0,13.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.751,4.934,10.418,7.468,7.384,6.517,7.317,9.384,4.635,86.646,,03/09/2025 12:02:47,23.077,33.333,82.857
2UIGTV7N9MCK,1,0,0.5294117647058824,4,3,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,18,1,1,45.142,8,0,6,27.295,16,2,1,56.899,42,3,8,129.336,,2.0,6.473,2.0,12.661,1.0,12.008,2.0,10.37,2.0,11.406,4.0,10.688,1.0,7.643,71.249,,1,1,1,57.417,1,2,1,4,3,2,2,1,5,3,1,3,2,1,2.739,2,1.7,1,2.5,0,1.1,2,2.2,2,2.2,12.439,,0.0,0.0,24.0,44.556,,0.0,0.0,24.0,98.812,,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,8.078,6.021,35.875,8.898,10.989,8.178,5.67,13.831,9.684,134.571,,03/09/2025 11:56:01,23.077,23.81,37.143
GRTQ2TAZ26HP,3,0,0.47058823529411764,3,5,BEB0B0,14,191111,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,6,,3,1,16,21.984,3,0,11,14.765,2,1,15,17.983,8,2,42,54.732,,2.0,17.749,1.0,12.152,1.0,10.483,2.0,28.598,2.0,25.582,1.0,10.485,2.0,9.583,114.632,,3,1,2,30.599,3,4,3,3,2,2,2,2,3,2,2,1,4,1,5.2,1,6.6,2,4.8,1,5.1,1,5.2,2,7.4,34.3,,0.0,0.0,24.0,48.182,,8.0,0.0,24.0,165.728,,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,8.95,6.85,12.2,7.799,4.7,4.5,5.998,7.182,7.099,87.698,,03/09/2025 11:55:54,50.0,61.905,48.571
2C7N79OSL5HG,3,1,0.5294117647058824,1,2,FFFFFF,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,4,3,15,30.332,3,0,11,9.3,3,0,14,9.332,10,3,40,48.964,,2.0,27.098,1.0,21.099,3.0,25.949,1.0,14.949,3.0,13.449,4.0,12.0,3.0,16.883,131.427,,2,2,2,27.382,2,2,2,5,1,1,1,5,5,5,1,5,1,3,10.183,4,2.55,2,6.55,3,3.465,2,6.933,3,9.715,39.396,,0.0,0.0,24.0,64.781,,1.0,0.0,24.0,97.911,,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,12.699,6.884,12.165,7.0,10.0,7.766,22.681,8.933,19.166,133.561,,03/09/2025 11:37:01,38.462,42.857,68.571
B0PYE35PHHZ3,1,1,0.5294117647058824,1,2,FFFFFF,3,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,2,16,22.658,3,0,11,7.268,3,0,14,6.55,9,2,41,36.476,,2.0,3.133,1.0,14.018,2.0,7.649,2.0,15.684,1.0,19.269,4.0,7.432,2.0,3.2,70.385,,2,1,1,16.45,2,3,3,5,5,2,1,2,5,1,1,2,3,3,4.6,4,3.5,4,5.5,1,5.2,2,4.0,3,1.7,24.5,,1.0,0.0,24.0,61.82,,16.0,0.0,24.0,171.99,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.904,10.668,6.187,4.286,3.352,3.915,4.004,7.6,5.401,74.638,,03/09/2025 11:34:22,46.154,57.143,37.143
G6J8C0CDM3T5,1,1,0.47058823529411764,4,4,FFFFFF,3,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,1,16,20.616,3,0,11,19.215,2,1,15,8.617,8,2,42,48.448,,3.0,8.233,4.0,11.199,1.0,26.332,4.0,16.116,3.0,9.633,1.0,4.416,2.0,6.6,82.529,,2,2,2,31.294,1,3,2,5,4,3,4,5,5,3,2,1,1,2,17.333,2,4.298,2,6.316,3,3.365,2,4.999,3,5.131,41.442,,2.0,0.0,24.0,61.313,,5.0,0.0,24.0,164.66,,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.383,6.051,8.417,6.083,6.283,9.182,7.749,7.284,6.899,83.328,,03/09/2025 11:22:26,57.692,52.381,51.429
R6GYK9DN29MY,3,0,0.47058823529411764,3,3,000000,12,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,14,0,5,54.446,6,0,8,26.982,5,6,12,21.115,25,6,25,102.543,,4.0,5.483,4.0,14.249,4.0,18.549,4.0,33.499,4.0,16.599,4.0,7.883,3.0,9.016,105.278,,2,1,1,27.415,1,3,2,5,5,5,5,5,5,5,5,5,1,4,5.3,4,3.7,4,2.5,3,1.8,4,2.1,3,2.0,17.4,,1.0,0.0,24.0,67.53,,2.0,0.0,24.0,121.628,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.049,7.35,8.466,3.748,4.981,6.881,7.566,8.616,8.716,88.396,,03/09/2025 11:20:18,3.846,0.0,77.143
VWZNZDLVEZTS,1,0,0.5294117647058824,1,1,C09360,11,000000,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,3,0,16,17.805,3,0,11,10.266,3,0,14,14.1,9,0,41,42.171,,2.0,18.781,3.0,14.099,4.0,2.7,3.0,21.966,3.0,12.583,4.0,15.016,4.0,10.499,95.644,,2,2,1,35.682,1,3,2,5,5,3,4,5,5,5,5,5,1,4,4.015,4,3.232,2,7.893,4,4.431,3,7.266,3,1.547,28.384,,1.0,0.0,24.0,56.348,,0.0,0.0,24.0,84.863,,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,6.617,5.685,9.267,6.332,5.715,4.917,11.883,6.683,6.716,85.396,,03/09/2025 11:12:42,30.769,38.095,71.429
PPFBBI1XMGVB,4,0,0.47058823529411764,3,5,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,000000,7,,3,0,16,13.051,3,0,11,8.116,3,0,14,8.35,9,0,41,29.517,,2.0,15.364,1.0,46.265,4.0,10.299,3.0,21.849,4.0,17.55,1.0,11.256,1.0,11.365,133.948,,2,2,2,33.548,1,3,2,4,3,4,3,3,5,5,3,3,1,3,12.333,1,26.1,2,4.6,4,12.6,3,10.9,3,16.2,82.733,,1.0,0.0,24.0,59.147,,1.0,0.0,24.0,115.711,,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,10.867,7.883,12.618,10.532,26.365,9.416,15.298,7.568,5.618,134.761,,03/09/2025 11:11:37,38.462,57.143,57.143
FA8ABS6QXX06,1,1,0.5294117647058824,3,2,FFFFFF,10,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,4,,18,13,1,99.381,1,0,13,24.469,3,0,14,11.44,22,13,28,135.29,,3.0,9.717,3.0,16.074,3.0,6.071,2.0,7.342,3.0,8.547,1.0,8.931,2.0,8.898,65.58,,2,1,1,24.335,1,2,3,5,3,2,4,4,4,4,3,2,1,2,3.9,2,1.6,1,2.4,3,1.984,3,0.4,2,2.2,12.484,,0.0,0.0,24.0,50.995,,0.0,0.0,24.0,118.833,,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,9.248,6.071,4.817,5.051,3.361,7.727,7.275,11.006,6.205,83.943,,03/09/2025 11:09:20,15.385,52.381,68.571
IJXFZ6VVVYIQ,1,0,0.5294117647058824,2,3,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,4,,13,2,6,83.181,11,3,3,55.635,5,0,12,0.0,29,5,21,138.816,0.0,4.0,15.502,1.0,12.999,1.0,15.883,2.0,6.433,2.0,11.883,2.0,18.286,1.0,18.699,99.685,,0,1,1,26.153,1,4,3,4,4,4,4,1,3,4,2,3,4,1,10.6,1,6.1,1,8.9,1,12.0,2,10.1,2,6.6,54.3,,0.0,0.0,24.0,60.999,,0.0,0.0,24.0,106.067,,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,6.333,6.133,17.948,11.333,5.951,11.98,6.533,8.932,8.149,109.067,,03/09/2025 11:05:44,73.077,85.714,14.286
9RJ6JK1GD5FQ,3,1,0.5294117647058824,0,2,E0A876,10,44250A,1,9975A0,050505,000000,615B63,0,,12,7,7,0.0,0,0,14,0.0,0,0,17,0.0,12,7,38,0.0,0.0,1.0,2.05,1.0,23.604,2.0,98.269,2.0,49.801,1.0,25.503,4.0,5.551,4.0,38.448,243.226,,1,1,2,22.077,2,2,2,3,4,4,3,3,4,3,3,2,3,3,16.682,2,7.098,2,5.9,3,9.196,2,6.399,3,7.097,52.372,,1.0,0.0,24.0,52.987,,10.0,0.0,24.0,235.857,,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.468,17.636,15.101,10.435,9.117,13.236,9.55,8.084,10.635,121.733,,03/09/2025 10:49:22,26.923,38.095,37.143
8BDUW7B4D3PY,3,0,0.47058823529411764,2,5,FBDD92,8,D1B22C,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,14,1,5,104.245,7,4,7,0.0,0,0,17,0.0,21,5,29,104.245,10.0,4.0,16.449,3.0,34.865,1.0,12.466,4.0,21.633,4.0,12.199,4.0,16.649,4.0,12.883,127.144,,3,1,2,30.013,1,3,2,5,5,5,5,5,1,5,5,5,1,4,13.6,4,15.9,4,8.2,1,22.6,4,14.4,1,14.2,88.9,,0.0,0.0,24.0,73.68,,1.0,0.0,24.0,144.627,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.93,5.468,12.25,4.482,3.498,6.401,6.783,5.265,6.065,77.163,,03/09/2025 10:45:35,38.462,23.81,91.429
VWME5IBTHGK5,3,1,0.5294117647058824,1,2,FFFFFF,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,17,1,2,59.665,5,2,9,58.481,8,1,9,0.0,30,4,20,118.146,0.0,4.0,7.033,4.0,13.148,2.0,13.116,4.0,17.733,1.0,2.916,4.0,3.517,1.0,11.432,68.895,,2,2,3,15.932,2,1,2,3,4,3,3,4,4,5,5,5,1,3,11.295,4,5.032,0,10.611,2,8.11,3,15.66,4,7.783,58.491,,0.0,0.0,24.0,79.914,,5.0,0.0,24.0,166.675,,5.0,5.0,-1.0,-1.0,5.0,5.0,-1.0,5.0,5.0,6.817,4.733,-1.0,-1.0,9.566,113.711,-1.0,6.249,9.666,180.0,0.0,03/09/2025 10:44:40,46.154,66.667,71.429
BO4MSX78NOO3,3,1,0.47058823529411764,2,2,D1AA85,3,614121,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,19,0,0,49.323,11,0,3,38.485,17,0,0,27.897,47,0,3,115.705,,2.0,13.832,1.0,10.286,2.0,18.482,2.0,5.736,1.0,6.657,4.0,4.65,2.0,13.664,73.307,,1,0,1,20.237,1,1,2,3,2,2,1,3,4,1,3,1,5,1,2.9,2,3.8,1,4.3,1,2.8,1,3.3,2,1.9,19.0,,0.0,0.0,24.0,33.567,,0.0,0.0,24.0,97.174,,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.67,3.613,9.668,9.148,10.921,5.486,4.264,6.539,5.268,82.271,,03/09/2025 10:21:56,50.0,47.619,37.143
JCRYFTJLLOH6,0,0,0.29411764705882354,4,3,FFFFFF,11,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,0,2,19,16.85,0,3,14,18.065,1,2,16,12.0,1,7,49,46.915,,4.0,6.383,4.0,3.85,4.0,13.899,4.0,15.816,4.0,2.8,3.0,12.199,4.0,4.85,59.797,,2,1,0,22.731,1,3,1,5,5,5,5,5,5,5,5,5,1,0,10.915,4,6.909,4,2.572,4,1.713,4,1.114,3,5.155,28.378,,0.0,0.0,24.0,81.063,,25.0,0.0,8.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.216,2.366,10.282,6.5,3.65,7.831,5.432,10.966,6.117,80.713,,02/09/2025 12:06:41,3.846,14.286,88.571
W62AYIMD5V8A,0,0,0.29411764705882354,4,0,FFFFFF,7,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,15.214,3,0,11,11.85,3,1,14,19.465,9,1,41,46.529,,3.0,2.899,3.0,3.617,2.0,7.283,2.0,17.283,4.0,3.749,2.0,4.317,1.0,11.199,50.347,,2,1,1,41.348,3,4,2,5,3,2,1,5,3,2,1,5,3,0,4.019,1,5.153,2,8.298,1,6.299,2,8.499,1,5.659,37.927,,2.0,0.0,24.0,71.447,,5.0,0.0,24.0,181.792,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.916,9.899,10.381,11.082,10.482,13.233,10.066,10.032,10.55,125.745,,02/09/2025 12:02:04,38.462,95.238,68.571
BKB8XB7FOC8J,0,0,0.29411764705882354,4,2,EBEBEB,7,151512,2,CB2027,4FCBFA,4175F6,ED2B50,6,,2,2,17,48.231,3,0,11,19.7,3,0,14,12.732,8,2,42,80.663,,3.0,17.133,4.0,12.65,4.0,11.982,4.0,54.964,3.0,14.617,4.0,9.549,4.0,9.799,130.694,,2,1,1,22.032,2,2,2,5,5,5,5,5,5,5,5,5,1,2,4.4,4,2.8,2,2.9,4,2.1,3,3.8,3,3.2,19.2,,0.0,0.0,24.0,81.112,,1.0,0.0,24.0,169.508,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.483,4.717,6.633,6.05,7.364,12.083,4.898,12.183,7.532,94.762,,02/09/2025 11:57:27,26.923,71.429,74.286
7OQZZVBZWLPV,0,0,0.29411764705882354,4,2,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,1,1,18,26.884,0,0,14,1.881,0,1,17,9.093,1,2,49,37.858,,3.0,13.336,3.0,2.145,4.0,13.289,3.0,17.232,4.0,3.417,4.0,7.656,3.0,5.866,62.941,,2,1,1,27.892,1,3,2,5,5,5,5,5,5,5,5,5,1,4,27.4,4,8.7,3,6.598,3,2.9,4,3.9,3,2.6,52.098,,0.0,0.0,24.0,57.416,,14.0,0.0,24.0,182.289,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.149,4.563,7.893,3.83,2.881,7.261,7.361,9.226,5.781,73.059,,02/09/2025 11:54:38,11.538,33.333,85.714
07FQ5X0LS90U,0,0,0.29411764705882354,4,6,FFFFFF,10,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,,5,5,14,26.141,2,1,12,11.872,2,1,15,8.057,9,7,41,46.07,,2.0,9.391,4.0,7.079,3.0,30.383,3.0,7.159,3.0,15.683,3.0,15.104,4.0,5.063,89.862,,2,2,2,23.966,2,1,3,5,5,4,4,5,5,4,5,5,1,4,3.499,4,1.817,3,4.396,4,1.8,4,3.348,4,4.965,19.825,,1.0,0.0,24.0,82.428,,0.0,0.0,24.0,112.537,,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,7.833,14.399,10.499,12.299,8.083,8.449,8.782,9.065,18.447,136.793,,02/09/2025 11:52:35,30.769,33.333,68.571
QEDFF16ADZS5,0,0,0.35294117647058826,4,0,FFFFFF,3,230000,1,FFFFFF,653000,252525,FEFEFE,0,,1,2,18,16.932,3,0,11,9.666,1,1,16,13.233,5,3,45,39.831,,3.0,16.433,3.0,10.566,3.0,7.766,2.0,12.433,2.0,15.232,4.0,10.267,3.0,10.859,83.556,,1,2,2,33.732,2,3,2,3,3,4,1,3,5,5,1,3,1,2,18.415,4,5.141,2,8.502,4,11.108,3,2.195,3,2.912,48.273,,1.0,0.0,24.0,66.03,,1.0,0.0,24.0,125.061,,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,6.648,6.048,13.666,6.933,11.066,6.966,9.482,10.35,11.482,110.042,,02/09/2025 11:51:33,26.923,28.571,48.571
ED5N7KV7D06H,0,0,0.29411764705882354,4,2,FFE2BE,7,1C160F,2,EDA04A,A7A7A7,130E5B,FFFFFF,0,,8,9,11,75.212,0,0,14,4.917,0,0,17,1.583,8,9,42,81.712,,2.0,12.033,2.0,1.784,2.0,5.349,2.0,10.516,2.0,5.584,1.0,10.066,1.0,4.1,49.432,,0,0,1,19.582,3,4,3,1,1,2,1,2,3,1,1,2,5,0,3.892,0,4.338,1,3.088,1,2.143,1,3.503,2,3.164,20.128,,1.0,0.0,24.0,101.412,,4.0,0.0,24.0,170.025,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.233,6.016,6.05,6.416,6.949,6.283,6.033,4.833,4.799,79.33,,02/09/2025 11:41:37,80.769,66.667,34.286
Z19P80W464NT,0,0,0.29411764705882354,4,2,E1CE8F,3,846B18,1,FFFFFF,BD237C,122447,A12A6F,5,,2,1,17,22.065,3,0,11,26.882,3,0,14,20.716,8,1,42,69.663,,3.0,9.1,2.0,8.132,4.0,21.483,4.0,10.632,2.0,18.347,2.0,4.084,4.0,5.2,76.978,,1,1,2,44.065,2,4,2,5,1,1,1,5,5,5,5,5,1,1,10.005,4,7.748,3,6.548,2,9.638,1,8.278,1,2.599,44.816,,0.0,0.0,24.0,154.56,,0.0,0.0,15.0,300.0,12.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,9.999,8.633,12.566,10.816,8.515,12.049,5.0,8.031,9.982,143.893,,02/09/2025 11:35:08,50.0,100.0,94.286
FX4PJ33W5LXW,0,0,0.35294117647058826,4,0,F5DD94,3,D52121,1,FFFFFF,7F8789,FEF800,FEA700,0,,3,0,16,24.864,3,0,11,11.317,3,0,14,20.633,9,0,41,56.814,,4.0,40.232,4.0,20.415,3.0,46.531,3.0,14.966,3.0,12.017,3.0,11.716,3.0,11.332,157.209,,1,2,3,20.949,2,1,2,4,5,4,3,4,4,4,4,4,3,3,15.645,3,3.574,3,3.083,3,2.562,2,4.288,3,5.403,34.555,,0.0,0.0,24.0,119.36,,7.0,0.0,5.0,300.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,5.683,7.55,12.316,13.349,7.65,19.366,11.198,10.982,4.832,115.144,,02/09/2025 11:23:15,34.615,38.095,62.857
