Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,Data/Hora Último,Target1,Target2,Target3,cluster,Target1_Previsto,Target2_Previsto,Target3_Previsto
REYZNQQCAUTW,1,1,0.41176470588235,2,2,FFFFFF,13,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,0.0,3.0,19.0,20.85,3.0,1.0,11.0,26.648,2.0,1.0,15.0,17.299,5,5,45,64.797,3.0,17.833,3.0,15.749,2,16.183,3.0,14.416,4.0,165.758,3,15.599,1.0,15.016,260.554,1.0,1.0,1.0,0.0,27.583,1,3,2,4,3,5,3,2,3,2,1,4,1,3.0,0.3,3.0,0.8,2.0,0.5,3.0,1.2,2.0,0.8,3.0,0.9,4.5,0.0,0.0,0.0,24.0,83.046,0.0,0.0,0.0,24.0,148.309,5.5,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.966,4.517,8.464,7.817,6.816,6.016,7.233,7.834,9.782,88.912,04/09/2025 11:27:18,11.538,19.048,62.857,2,11.365550583691801,21.25586954604351,62.37553882173916
U1B5RA8G85XX,1,0,0.58823529411765,2,0,FFFFFF,5,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,0.0,0.0,19.0,3.0,0.0,2.0,14.0,5.183,1.0,0.0,16.0,2.816,1,2,49,10.999,3.0,2.8,1.0,0.816,3,7.683,3.0,12.549,3.0,0.784,2,1.7,3.0,4.633,30.965,1.0,3.0,1.0,3.0,16.483,1,1,3,4,5,5,5,1,5,2,5,2,2,3.0,0.667,3.0,0.65,4.0,0.566,3.0,1.45,4.0,0.967,3.0,0.35,4.65,0.0,2.0,0.0,24.0,52.38,0.0,6.0,0.0,24.0,163.959,5.5,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.751,2.649,8.116,3.051,2.75,2.516,3.916,4.384,4.067,57.512,04/09/2025 11:26:58,7.692,0.0,91.429,2,7.452487425963597,2.558263148075993,85.52054055056153
EO6RSRKFS4D8,3,1,0.35294117647059,3,3,A4744E,13,5C4430,2,046198,464D51,0E1112,07202F,5,6.0,15.0,13.0,29.211,5.0,13.0,9.0,25.476,7.0,13.0,10.0,31.085,18,41,32,85.772,4.0,7.589,3.0,6.992,4,15.621,4.0,7.441,4.0,22.094,4,6.378,3.0,12.179,78.294,1.0,1.0,1.0,0.0,30.24,2,3,2,5,4,4,4,5,5,5,4,5,1,3.0,11.6,3.0,4.4,3.0,4.5,4.0,5.0,3.0,5.0,3.0,33.055,63.555,0.0,0.0,0.0,24.0,88.614,0.0,1.0,0.0,24.0,165.28,5.5,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.433,6.997,11.34,8.275,12.921,9.992,10.684,17.069,11.557,152.714,04/09/2025 11:24:23,26.923,23.81,80.0,0,22.21576848315641,25.13273836100402,81.31108817307626
N91112N897RB,3,1,0.35294117647059,1,3,FFFFFF,13,FFFFFF,0,FFFFFF,FFFFFF,F61313,ED32D5,5,2.0,1.0,17.0,33.587,3.0,0.0,11.0,13.405,3.0,0.0,14.0,14.826,8,1,42,61.818,2.0,29.339,3.0,11.391,4,5.31,3.0,5.644,3.0,27.005,3,12.243,4.0,5.207,96.139,1.0,2.0,1.0,1.0,24.917,2,3,2,5,4,3,5,4,5,4,5,5,1,4.0,17.1,3.0,3.5,3.0,6.0,4.0,5.7,3.0,4.8,3.0,5.4,42.5,0.0,0.0,0.0,24.0,92.029,0.0,1.0,0.0,24.0,117.219,5.5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.463,6.398,6.926,7.06,6.677,8.49,11.187,6.429,7.228,90.979,04/09/2025 11:23:15,19.231,33.333,74.286,2,18.061193963544085,33.73371834388939,74.34999630912547
BAPL8OBBSJ3L,1,1,0.35294117647059,3,2,FFFFFF,10,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,17.0,7.0,2.0,45.147,13.0,1.0,1.0,40.132,10.0,2.0,7.0,29.382,40,10,10,114.661,2.0,4.584,1.0,7.599,2,1.75,2.0,15.616,2.0,9.266,1,10.183,1.0,3.834,52.832,1.0,1.0,1.0,1.0,16.633,3,2,2,2,2,1,2,1,3,2,2,2,5,1.0,3.9,1.0,2.1,1.0,1.8,1.0,0.7,1.0,2.7,2.0,2.7,13.9,0.0,1.0,0.0,24.0,55.712,0.0,13.0,0.0,24.0,164.827,5.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.567,6.883,2.8,5.034,5.017,3.034,7.25,8.933,3.566,71.563,04/09/2025 11:10:59,46.154,57.143,48.571,1,51.141170447239766,59.282569588676004,46.17822828563363
3R15IUACOKW1,5,1,0.41176470588235,2,2,FFFFFF,6,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,2.0,1.0,17.0,12.85,2.0,1.0,12.0,14.933,3.0,0.0,14.0,15.067,7,2,43,42.85,1.0,22.866,2.0,21.95,1,9.233,4.0,4.2,1.0,23.333,1,20.416,2.0,2.316,104.314,1.0,1.0,0.0,1.0,13.733,1,1,2,1,3,3,3,2,4,3,2,3,3,1.0,12.614,0.0,3.098,1.0,3.366,2.0,3.364,2.0,3.733,2.0,6.668,32.843,0.0,2.0,0.0,24.0,72.93,0.0,5.0,0.0,24.0,145.328,5.5,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,9.683,7.618,7.717,5.633,8.85,6.683,8.416,4.117,4.649,92.43,04/09/2025 11:03:09,76.923,38.095,8.571,1,74.80109525676744,41.44258100944249,11.862793611427707
UQKHUB89XQX3,1,1,0.41176470588235,2,0,FFFFFF,0,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,14.799,1.0,2.0,13.0,19.149,2.0,1.0,15.0,7.783,6,3,44,41.731,2.0,15.232,1.0,21.565,2,9.949,4.0,8.201,3.0,14.432,3,6.782,1.0,12.917,89.078,1.0,2.0,2.0,1.0,21.316,2,1,3,3,4,2,1,1,3,2,3,2,3,1.0,6.216,2.0,5.4,1.0,6.715,1.0,1.984,1.0,1.867,2.0,2.767,24.949,0.0,0.0,0.0,24.0,97.629,0.0,1.0,0.0,24.0,173.524,5.5,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,10.134,6.85,6.451,4.867,6.416,13.932,6.682,10.866,8.083,98.162,04/09/2025 11:02:50,42.308,52.381,34.286,1,44.52137020696387,56.61075758504009,37.48050624121896
CYJR1IH0LIM7,1,1,0.41176470588235,2,0,FFFFFF,3,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,18.0,0.0,1.0,84.48,9.0,0.0,5.0,40.715,5.0,0.0,12.0,0.0,32,0,18,125.195,3.0,4.299,4.0,32.415,4,7.75,4.0,14.983,4.0,2.0,4,1.95,4.0,5.666,69.063,1.0,2.0,1.0,2.0,28.749,2,3,2,5,5,5,5,5,5,5,5,5,1,4.0,3.4,4.0,1.3,4.0,2.2,4.0,1.4,4.0,2.1,4.0,3.0,13.4,0.0,0.0,0.0,24.0,55.164,0.0,0.0,0.0,24.0,100.145,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.1,3.384,4.566,4.817,2.999,5.783,3.466,8.333,4.233,66.481,04/09/2025 11:02:49,0.0,4.762,85.714,2,-0.5096700064760812,5.12039926829164,85.10807389138827
GAMZYV4R16Y0,1,0,0.47058823529412,3,4,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,7,8.0,12.0,11.0,25.799,3.0,0.0,11.0,15.449,3.0,0.0,14.0,10.75,14,12,36,51.998,2.0,50.681,2.0,9.432,1,8.9,2.0,2.933,1.0,8.75,4,4.0,4.0,3.3,87.996,1.0,3.0,1.0,3.0,33.083,3,3,2,3,2,5,2,3,4,5,3,4,1,2.0,6.798,2.0,10.147,2.0,9.022,2.0,7.282,3.0,9.698,2.0,3.199,46.146,0.0,8.0,0.0,24.0,77.545,0.0,10.0,0.0,24.0,105.212,5.5,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,3.733,6.683,9.95,5.6,6.567,8.716,6.384,3.566,11.766,82.564,04/09/2025 10:57:54,30.769,28.571,74.286,1,30.396156088272363,30.654162066453058,71.32640895097907
4O1O78EP48J2,1,1,0.47058823529412,1,2,F2C4A6,7,F0D45F,2,A01810,441D12,210F0E,070303,0,19.0,34.0,0.0,71.596,7.0,20.0,7.0,40.449,7.0,7.0,10.0,16.832,33,61,17,128.877,4.0,3.599,2.0,8.249,3,7.45,3.0,10.316,3.0,6.35,4,5.433,3.0,2.249,43.646,1.0,3.0,1.0,1.0,14.5,2,3,2,3,4,2,3,3,4,3,4,3,3,2.0,4.7,4.0,4.4,2.0,4.0,3.0,3.6,2.0,4.3,4.0,1.8,22.8,0.0,1.0,0.0,24.0,69.813,0.0,1.0,0.0,24.0,125.161,5.5,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,3.899,3.133,7.034,4.767,7.032,4.149,4.85,5.815,4.316,67.031,04/09/2025 10:55:36,34.615,42.857,68.571,0,35.96345659725832,42.12394245298975,65.30679032353436
O9OW1G2FZ1U8,1,1,0.35294117647059,0,2,FFFFFF,10,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,3.0,0.0,16.0,19.482,5.0,0.0,9.0,31.349,3.0,3.0,14.0,23.565,11,3,39,74.396,1.0,12.283,2.0,23.699,4,2.916,2.0,7.75,4.0,1.667,4,12.116,1.0,5.3,65.731,1.0,0.0,0.0,1.0,27.332,2,2,1,1,5,5,1,1,5,1,2,5,1,0.0,3.8,4.0,3.3,1.0,3.6,1.0,2.7,4.0,2.7,4.0,3.0,19.1,0.0,5.0,0.0,24.0,118.445,0.0,19.0,0.0,1.0,300.0,12.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,8.034,4.851,14.715,7.949,5.851,14.766,16.983,12.666,11.534,123.179,04/09/2025 10:38:42,100.0,80.952,77.143,1,88.78535419231967,79.48656952578037,70.17111213241466
U64M322YH07D,1,1,0.29411764705882,3,2,F6D175,3,7E6832,1,FFFFFF,FFFFFF,000000,0C0B0A,5,11.0,12.0,8.0,48.781,6.0,12.0,8.0,52.114,6.0,5.0,11.0,35.282,23,29,27,136.177,2.0,6.449,3.0,24.166,3,11.549,2.0,24.665,1.0,30.566,4,10.532,2.0,8.567,116.494,1.0,1.0,1.0,0.0,34.765,1,1,2,1,1,1,2,2,3,2,2,2,3,1.0,9.196,2.0,4.512,1.0,3.213,2.0,1.248,2.0,8.194,2.0,5.946,32.309,0.0,0.0,0.0,24.0,74.678,0.0,3.0,0.0,24.0,170.925,5.5,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,6.9,9.549,10.316,9.933,13.915,10.367,9.832,13.167,7.682,114.695,04/09/2025 10:35:36,53.846,52.381,51.429,1,53.86344408718632,55.35994524252838,51.125443672868826
PU3LN62VZBVM,1,1,0.29411764705882,1,2,D3AC5E,3,88724B,1,FFFFFF,455DA3,4158CE,414ACE,0,3.0,0.0,16.0,14.899,0.0,3.0,14.0,13.366,3.0,0.0,14.0,10.883,6,3,44,39.148,2.0,7.233,3.0,9.833,2,7.616,2.0,28.849,3.0,8.133,4,10.999,1.0,9.733,82.396,1.0,2.0,1.0,1.0,29.832,1,4,2,3,4,2,3,3,5,3,4,4,2,2.0,7.065,2.0,3.864,2.0,5.33,4.0,22.113,2.0,5.277,2.0,9.58,53.229,0.0,1.0,0.0,24.0,83.563,0.0,19.0,0.0,1.0,300.0,10.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.783,9.417,5.883,6.45,7.5,8.816,6.733,11.366,4.833,95.978,04/09/2025 10:30:28,19.231,71.429,48.571,1,19.044736619476552,67.8525630494014,50.38642116394953
5J9SAPZNIT5R,4,0,0.47058823529412,2,4,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,19.0,34.0,0.0,61.765,1.0,7.0,13.0,17.531,0.0,0.0,17.0,2.084,20,41,30,81.38,4.0,3.233,3.0,22.449,4,22.849,3.0,39.515,1.0,21.732,4,17.833,2.0,17.882,145.493,1.0,2.0,1.0,3.0,56.012,1,3,2,4,4,5,5,4,4,2,3,4,2,2.0,14.7,2.0,21.2,3.0,3.0,3.0,12.1,2.0,43.1,3.0,7.0,101.1,0.0,0.0,0.0,24.0,40.665,0.0,0.0,0.0,24.0,104.779,5.5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.334,9.983,7.815,7.317,28.399,19.415,5.533,14.466,45.165,166.759,04/09/2025 10:23:45,7.692,9.524,80.0,3,9.774514889306838,15.791561183542113,73.26712305413417
2X3I3PXD7BMX,3,0,0.35294117647059,2,3,D8995B,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,6.0,2.0,13.0,60.748,2.0,1.0,12.0,8.433,0.0,0.0,17.0,6.982,8,3,42,76.163,3.0,17.765,4.0,18.182,4,5.467,4.0,17.082,1.0,5.95,3,8.766,3.0,3.75,76.962,1.0,1.0,1.0,3.0,42.964,2,3,2,5,4,4,4,4,4,2,4,4,1,2.0,6.249,3.0,2.283,4.0,11.516,3.0,1.983,3.0,3.166,2.0,3.583,28.78,0.0,1.0,0.0,24.0,67.13,0.0,5.0,0.0,24.0,184.124,5.5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,3.966,5.217,10.616,6.999,5.049,5.9,8.283,9.516,4.917,82.728,04/09/2025 10:19:50,38.462,52.381,2.857,2,34.795004762703705,52.841874317708495,22.822321658491767
3MXK2K8T4HMV,1,0,0.47058823529412,2,3,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,2.0,1.0,17.0,29.342,1.0,2.0,13.0,25.816,1.0,2.0,16.0,14.166,4,5,46,69.324,4.0,5.999,3.0,21.182,2,16.183,4.0,11.299,3.0,13.466,4,8.484,2.0,9.665,86.278,1.0,2.0,1.0,1.0,25.849,1,2,2,5,4,4,4,3,5,3,4,2,1,3.0,7.3,3.0,7.8,3.0,4.4,3.0,2.6,2.0,1.6,3.0,4.6,28.3,0.0,0.0,0.0,24.0,57.38,0.0,1.0,0.0,24.0,197.724,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.067,21.283,8.882,9.867,6.083,8.083,6.384,14.499,5.517,108.779,04/09/2025 10:06:21,38.462,71.429,97.143,2,35.78132387990801,66.21354806096701,94.92064067476093
OGLK34F4Z6YX,3,1,0.47058823529412,2,2,FFFFFF,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,4,3.0,0.0,16.0,16.833,3.0,0.0,11.0,7.217,3.0,0.0,14.0,8.499,9,0,41,32.549,3.0,5.799,2.0,4.333,2,5.55,2.0,49.915,2.0,8.783,2,15.715,3.0,5.217,95.312,1.0,1.0,1.0,2.0,22.583,3,1,3,3,2,1,2,2,5,4,2,5,3,3.0,11.599,2.0,7.749,2.0,6.498,4.0,5.533,2.0,6.715,4.0,12.266,50.36,0.0,2.0,0.0,24.0,77.53,0.0,4.0,0.0,24.0,155.543,5.5,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,4.717,7.234,5.467,3.933,11.282,5.534,3.95,7.067,4.517,76.88,04/09/2025 10:00:42,42.308,47.619,20.0,1,44.36788907962508,46.0574205120578,24.957709888824812
KNGMQB9M9XXS,3,0,0.47058823529412,2,5,5E3131,12,020000,2,FFFFFF,393737,D9D9D9,2F2F2F,5,19.0,0.0,0.0,66.33,14.0,0.0,0.0,49.064,15.0,0.0,2.0,32.982,48,0,2,148.376,4.0,27.582,4.0,7.4,4,23.748,3.0,6.051,1.0,8.549,4,3.8,4.0,11.182,88.312,1.0,2.0,2.0,2.0,19.067,2,3,2,5,5,4,5,5,5,5,5,5,1,4.0,6.4,4.0,1.266,4.0,1.633,3.0,1.016,3.0,4.283,3.0,4.099,18.697,0.0,0.0,0.0,24.0,42.534,0.0,1.0,0.0,24.0,99.068,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.633,5.7,11.083,5.65,5.75,5.567,11.816,8.25,5.716,86.632,04/09/2025 09:57:45,3.846,0.0,77.143,0,8.162753820102989,3.9349671669126045,73.19761463018824
LQ228WDPUPZD,1,0,0.47058823529412,2,4,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,2.0,3.0,17.0,12.185,1.0,1.0,13.0,8.016,0.0,3.0,17.0,11.7,3,7,47,31.901,2.0,18.449,3.0,27.316,4,6.115,4.0,4.217,4.0,3.733,4,3.533,4.0,26.616,89.979,1.0,2.0,2.0,3.0,17.299,1,3,2,5,4,5,5,4,4,5,5,5,3,4.0,3.6,3.0,2.7,4.0,1.3,3.0,0.8,3.0,16.2,3.0,2.2,26.8,0.0,0.0,0.0,24.0,62.664,0.0,2.0,0.0,24.0,97.212,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.684,3.116,3.116,3.367,4.482,4.75,4.917,6.749,2.55,56.898,04/09/2025 09:49:33,0.0,14.286,85.714,2,-0.8187933784613056,12.027395100609272,87.57332640525331
Z4VATWY848LB,1,1,0.52941176470588,0,0,FFFFFF,3,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,18.0,15.0,1.0,80.446,6.0,20.0,8.0,53.514,0.0,2.0,17.0,10.433,24,37,26,144.393,2.0,7.232,3.0,13.767,1,23.348,2.0,13.916,1.0,8.9,3,5.933,1.0,5.433,78.529,1.0,1.0,2.0,1.0,26.032,2,4,3,2,1,5,5,1,1,1,5,1,3,3.0,7.715,1.0,5.85,3.0,4.484,0.0,1.95,4.0,5.133,2.0,5.45,30.582,0.0,0.0,0.0,24.0,41.998,0.0,0.0,0.0,24.0,87.828,5.5,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,6.299,9.599,11.35,7.933,12.332,7.583,9.066,7.9,8.617,102.444,04/09/2025 09:47:05,61.538,90.476,82.857,1,57.73567557919218,86.77116601243732,76.40160859533145
UQZKBNNGD4IP,0,1,0.47058823529412,0,1,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,4.0,0.0,15.0,32.415,3.0,0.0,11.0,7.05,3.0,0.0,14.0,20.132,10,0,40,59.597,4.0,5.065,3.0,9.883,1,8.666,4.0,4.067,4.0,29.148,4,5.55,3.0,1.883,64.262,1.0,2.0,1.0,1.0,13.615,1,3,2,5,5,5,5,5,5,5,4,5,1,4.0,1.381,2.0,2.949,2.0,1.798,3.0,1.783,2.0,3.849,4.0,3.016,14.776,0.0,0.0,0.0,24.0,36.63,0.0,8.0,0.0,24.0,107.962,5.5,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.083,4.4,9.216,3.666,5.283,9.566,8.483,8.783,7.383,87.495,04/09/2025 09:46:06,53.846,61.905,80.0,2,48.29208132281952,52.82613336644964,77.44583130594421
SY13G0D0IMZG,0,0,0.52941176470588,2,3,EBA663,8,575757,2,7E63EB,4B4054,126346,63EB8F,5,10.0,0.0,9.0,74.063,4.0,0.0,10.0,52.081,4.0,0.0,13.0,21.299,18,0,32,147.443,1.0,28.648,3.0,12.199,2,22.466,4.0,27.215,4.0,8.467,4,4.483,2.0,7.583,111.061,1.0,2.0,0.0,2.0,20.831,1,3,2,5,5,5,5,5,5,5,5,5,5,4.0,0.9,4.0,3.4,4.0,4.1,4.0,6.2,3.0,3.2,3.0,3.7,21.5,0.0,3.0,0.0,24.0,81.048,0.0,2.0,0.0,24.0,202.992,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.08,5.766,11.799,6.016,9.584,10.798,10.982,10.749,6.649,103.828,03/09/2025 12:15:27,11.538,4.762,71.429,2,11.877561858129576,5.514150616759558,71.82010114342467
4GDRX9AMHQL6,1,0,0.41176470588235,2,2,CDBC25,8,FFFFFF,2,66E5D5,C39533,479E93,0FC1B4,0,10.0,2.0,9.0,110.451,5.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,15,2,35,110.451,4.0,25.565,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,19.565,2.0,1.0,1.0,1.0,20.716,2,3,2,5,5,5,5,5,5,5,5,5,2,3.0,8.9,4.0,4.0,3.0,9.9,4.0,8.3,3.0,5.3,3.0,5.1,41.5,0.0,0.0,0.0,24.0,37.698,0.0,0.0,0.0,24.0,83.629,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.166,7.949,13.683,7.966,15.132,8.382,10.099,8.481,10.983,127.56,03/09/2025 12:10:21,3.846,9.524,85.714,2,1.275180154453194,14.81826935764358,80.63018137613231
MJOAX41BB9R4,1,1,0.47058823529412,3,2,FFFFFF,3,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,21.998,3.0,0.0,11.0,11.85,3.0,0.0,14.0,11.533,9,0,41,45.381,2.0,6.983,2.0,21.666,2,1.6,2.0,2.8,1.0,4.983,4,27.899,1.0,12.15,78.081,1.0,1.0,0.0,1.0,21.498,1,1,3,1,1,1,1,1,1,1,1,1,3,1.0,8.5,2.0,4.6,1.0,7.1,1.0,4.5,1.0,8.2,1.0,3.7,36.6,0.0,0.0,0.0,24.0,49.714,0.0,1.0,0.0,24.0,92.196,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.533,9.733,4.7,4.832,5.283,5.632,6.815,8.366,80.263,03/09/2025 12:10:08,84.615,80.952,25.714,1,86.01548695077643,79.48412067288623,25.06193380761223
LXHMU1RETTKU,1,0,0.41176470588235,3,3,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,2.0,2.0,17.0,29.766,1.0,2.0,13.0,10.45,1.0,2.0,16.0,6.399,4,6,46,46.615,2.0,22.733,4.0,13.333,4,4.617,2.0,9.983,3.0,6.483,3,22.832,4.0,8.449,88.43,1.0,1.0,1.0,1.0,22.4,2,3,2,5,5,4,5,5,5,4,4,5,1,2.0,6.914,3.0,0.916,4.0,3.228,3.0,2.08,3.0,2.949,4.0,1.964,18.051,0.0,2.0,0.0,24.0,81.364,0.0,23.0,0.0,13.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.751,4.934,10.418,7.468,7.384,6.517,7.317,9.384,4.635,86.646,03/09/2025 12:02:47,23.077,33.333,82.857,2,23.918464056527977,33.266009446958144,79.84848803276562
2UIGTV7N9MCK,1,0,0.52941176470588,4,3,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,18.0,1.0,1.0,45.142,8.0,0.0,6.0,27.295,16.0,2.0,1.0,56.899,42,3,8,129.336,2.0,6.473,2.0,12.661,1,12.008,2.0,10.37,2.0,11.406,4,10.688,1.0,7.643,71.249,1.0,1.0,1.0,1.0,57.417,1,2,1,4,3,2,2,1,5,3,1,3,2,1.0,2.739,2.0,1.7,1.0,2.5,0.0,1.1,2.0,2.2,2.0,2.2,12.439,0.0,0.0,0.0,24.0,44.556,0.0,0.0,0.0,24.0,98.812,5.5,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,8.078,6.021,35.875,8.898,10.989,8.178,5.67,13.831,9.684,134.571,03/09/2025 11:56:01,23.077,23.81,37.143,1,25.63676444791679,30.43089868792587,39.570788694472895
GRTQ2TAZ26HP,3,0,0.47058823529412,3,5,BEB0B0,14,191111,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,6,3.0,1.0,16.0,21.984,3.0,0.0,11.0,14.765,2.0,1.0,15.0,17.983,8,2,42,54.732,2.0,17.749,1.0,12.152,1,10.483,2.0,28.598,2.0,25.582,1,10.485,2.0,9.583,114.632,1.0,3.0,1.0,2.0,30.599,3,4,3,3,2,2,2,2,3,2,2,1,4,1.0,5.2,1.0,6.6,2.0,4.8,1.0,5.1,1.0,5.2,2.0,7.4,34.3,0.0,0.0,0.0,24.0,48.182,0.0,8.0,0.0,24.0,165.728,5.5,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,8.95,6.85,12.2,7.799,4.7,4.5,5.998,7.182,7.099,87.698,03/09/2025 11:55:54,50.0,61.905,48.571,1,50.95892691897128,65.25138689513551,48.64250046363169
2C7N79OSL5HG,3,1,0.52941176470588,1,2,FFFFFF,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,4.0,3.0,15.0,30.332,3.0,0.0,11.0,9.3,3.0,0.0,14.0,9.332,10,3,40,48.964,2.0,27.098,1.0,21.099,3,25.949,1.0,14.949,3.0,13.449,4,12.0,3.0,16.883,131.427,1.0,2.0,2.0,2.0,27.382,2,2,2,5,1,1,1,5,5,5,1,5,1,3.0,10.183,4.0,2.55,2.0,6.55,3.0,3.465,2.0,6.933,3.0,9.715,39.396,0.0,0.0,0.0,24.0,64.781,0.0,1.0,0.0,24.0,97.911,5.5,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,12.699,6.884,12.165,7.0,10.0,7.766,22.681,8.933,19.166,133.561,03/09/2025 11:37:01,38.462,42.857,68.571,2,38.67224339270829,41.05153115374669,67.68184471462547
B0PYE35PHHZ3,1,1,0.52941176470588,1,2,FFFFFF,3,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,2.0,16.0,22.658,3.0,0.0,11.0,7.268,3.0,0.0,14.0,6.55,9,2,41,36.476,2.0,3.133,1.0,14.018,2,7.649,2.0,15.684,1.0,19.269,4,7.432,2.0,3.2,70.385,1.0,2.0,1.0,1.0,16.45,2,3,3,5,5,2,1,2,5,1,1,2,3,3.0,4.6,4.0,3.5,4.0,5.5,1.0,5.2,2.0,4.0,3.0,1.7,24.5,0.0,1.0,0.0,24.0,61.82,0.0,16.0,0.0,24.0,171.99,5.5,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.904,10.668,6.187,4.286,3.352,3.915,4.004,7.6,5.401,74.638,03/09/2025 11:34:22,46.154,57.143,37.143,1,47.31296801380841,60.812720416006535,41.45230606687905
